author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
ETMarkets.com,Stock market update: Mining stocks up as market falls,The 30-share BSE Sensex was  down  31.03 points at 71452.72,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/106077626.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/photo.jpg",2023-12-18,"NEW DELHI: Mining stocks were trading higher on Monday at 10:45AM KIOCL(up 2.55%), Sandur Manganese &amp; Iron Ores(up 2.39%), Pokarna(up 1.41%), 20 Microns(up 1.31%), Orissa Minerals Development Com… [+1264 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex closed  up  102.93 points at 69928.53,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/105905986.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-11,"NEW DELHI: Sugar shares closed higher in the Monday's session. AVADHSUGAR(up 7.37%), MAGADHSUGAR(up 6.15%), Shree Renuka Sugars(up 5.46%), BAJAJHIND(up 5.19%), Sakthi Sugars(up 5.01%), KCP Sugar &amp… [+1183 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Power stocks up as market rises,The 30-share BSE Sensex was  up  447.07 points at 71783.87,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106311549.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: Power stocks were trading higher on Wednesday at 11:20AM Energy Development Company(up 4.45%), Indo Tech Transformers(up 3.94%), NLC India(up 3.38%), PTC India(up 3.32%), Voltamp Transform… [+1309 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/106379589.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: Sugar shares closed lower in the Friday's session. Uttam Sugar Mills(up 3.50%), MAGADHSUGAR(up 3.29%), Rajshree Sugars &amp; Chemicals(up 2.37%), Dalmia Bharat Sugar &amp; Industries(up 2.… [+1262 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Mining stocks up as market falls,The 30-share BSE Sensex closed  down  168.66 points at 71315.09,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/106091701.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-18,"NEW DELHI: Mining shares closed lower in the Monday's session. Sandur Manganese &amp; Iron Ores(up 10.00%), KIOCL(up 2.81%), Madhav Marbles and Granites(up 2.36%), Pokarna(up 2.18%), MOIL(up 0.57%), … [+1222 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106455001.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Mining shares closed lower in the Monday's session. NMDC Ltd(up 1.21%) and Sandur Manganese &amp; Iron Ores(up 0.63%) stood among the top gainers. 
Ashapura Minechem(down 1.81%), KIOCL(do… [+1148 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,1.0
ETMarkets.com,Stock market update: Mining stocks up as market rises,The 30-share BSE Sensex closed  up  241.86 points at 71106.96,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106213794.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-22,"NEW DELHI: Mining shares closed higher in the Friday's session. Lexus Granito(up 12.00%), 20 Microns(up 11.11%), KIOCL(up 2.86%), Coal India(up 2.18%), MOIL(up 1.91%), Ashapura Minechem Ltd.(up 1.43%… [+1164 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex was  up  380.74 points at 71717.54,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/106309585.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-27,"NEW DELHI: Sugar stocks were trading higher on Wednesday at 10:14AM Rajshree Sugars &amp; Chemicals(up 2.05%), Triveni Engineering &amp; Industries(up 1.76%), Bannari Amman Sugars(up 1.01%), Mawana S… [+1202 chars]",the-times-of-india,The Times of India,BAJAJ-AUTO,0.0
PTI,Bharti Airtel Services to acquire 97.1% stake in Beetel Teletech,Bharti Airtel Services acquires 97.1% stake in Beetel Teletech to enable indigenisation & add distribution & service capabilities for enterprise business.,https://www.thehindubusinessline.com/companies/bharti-airtel-services-to-acquire-971-stake-in-beetel-teletech/article67697467.ece,https://bl-i.thgim.com/public/incoming/wwjynx/article67607419.ece/alternates/LANDSCAPE_1200/Bharti%20Airtel.jpg,2024-01-02,"Bharti Airtel Services, a wholly-owned subsidiary of Bharti Airtel, has entered into an agreement for the acquisition of 49.45 lakh shares or 97.1 per cent stake in Beetel Teletech, another Bharti Gr… [+2352 chars]",,BusinessLine,BHARTIARTL,0.0
Madhu Balaji,Airtel Xstream Play offers aha Tamil and Telugu to subscribers; Bharti Airtel stock rises,Airtel Xstream Play subscribers can now access aha Tamil & Telugu OTT content. Airtel Digital's CEO Adarsh Nair comments on the collaboration.,https://www.thehindubusinessline.com/markets/airtel-xstream-play-offers-aha-tamil-and-telugu-to-subscribers-bharti-airtel-stock-rises/article67665277.ece,https://bl-i.thgim.com/public/incoming/qzbgko/article67665304.ece/alternates/LANDSCAPE_1200/image%20%2820%29.jpg,2023-12-22,"Bharti Airtel Ltd has announced that Airtel Xstream Play subscribers can now access aha Tamil and Telugu OTT content. 
Commenting on the collaboration with aha OTT, a joint venture between Allu Arvi… [+1055 chars]",,BusinessLine,BHARTIARTL,0.0
Oluwakemi Abimbola,Director raises stake in Airtel to over 15%,"Indian Continent Investment, a firm linked to Airtel Africa board member, Shravin Bharti Mittal, has increased its stake in the telco to over 15 per cent. In a corporate notice filed with the Nigerian Exchange Limited on Thursday on director’s dealing, it was…",https://punchng.com/director-raises-stake-in-airtel-to-over-15/,https://cdn.punchng.com/wp-content/uploads/2016/06/07191056/Airtel-logo.jpg,2023-12-16,"Indian Continent Investment, a firm linked to Airtel Africa board member, Shravin Bharti Mittal, has increased its stake in the telco to over 15 per cent.
In a corporate notice filed with the Nigeri… [+1810 chars]",,The Punch,BHARTIARTL,
The Hills Times,Bharti Foundation hosts Changemaker Awards,"HT Bureau   GUWAHATI, Jan 6: The Changemaker Awards, hosted by Bharti Foundation recently, brought together corporates and individuals who have undertaken initiatives and/or are working on projects focused on creating a better world for the current and future…",https://thehillstimes.in/business/bharti-foundation-hosts-changemaker-awards,,2024-01-06,"HT Bureau
GUWAHATI, Jan 6: The Changemaker Awards, hosted by Bharti Foundation recently, brought together corporates and individuals who have undertaken initiatives and/or are working on projects fo… [+4810 chars]",,Thehillstimes.in,BHARTIARTL,
,Airtel Africa promotes former Bharti Airtel executive to be next CEO,"(marketscreener.com) Airtel Africa PLC on Tuesday said it has named Sunil Taldar as its new boss, replacing Olusegun Ogunsanya who will step down from the chief executive post later in 2024 after roughly three years in the role. 

Taldar, who joined the Afric…",https://www.marketscreener.com/quote/stock/BHARTI-AIRTEL-LIMITED-6494412/news/Airtel-Africa-promotes-former-Bharti-Airtel-executive-to-be-next-CEO-45656676/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2024-01-02,"(Alliance News) - Airtel Africa PLC on Tuesday said it has named Sunil Taldar as its new boss, replacing Olusegun Ogunsanya who will step down from the chief executive post later in 2024 after roughl… [+1378 chars]",,Marketscreener.com,BHARTIARTL,0.0
,Bharti Airtel : Airtel Business enters into strategic partnership with IntelliSmart for powering up to 20 million smart meters,"(marketscreener.com) 
 
 To offer end-to-end IoT solution for smart metering including Head end system, Meter data management system, Cloud and Analytics
 
 
 Gurugram, India, December 21, 2023: Bharti Airtel , one of India's leading telecommunications servic…",https://www.marketscreener.com/quote/stock/BHARTI-AIRTEL-LIMITED-6494412/news/Bharti-Airtel-Airtel-Business-enters-into-strategic-partnership-with-IntelliSmart-for-powering-up-45615420/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2023-12-21,"To offer end-to-end IoT solution for smart metering including Head end system, Meter data management system, Cloud and Analytics
Gurugram, India, December 21, 2023: Bharti Airtel (""Airtel""), one of … [+5084 chars]",,Marketscreener.com,BHARTIARTL,0.0
Arushi Mishra,"Mid-day market update: Santa Claus rally continues for Nifty, Sensex","Investors should give priority to high quality blue chips, which are doing well and have good earnings visibility, said a market player",https://www.thehindubusinessline.com/markets/mid-day-market-update-santa-claus-rally-continues-for-nifty-sensex/article67679283.ece,https://bl-i.thgim.com/public/news/ih8881/article67676439.ece/alternates/LANDSCAPE_1200/stock%20market%2002159.jpg,2023-12-27,"The NSE Nifty was up by 0.59 per cent or 127.50 points at 21,570.99 points, while the BSE Sensex was at 71,768.34 points, up by 0.60 per cent or 430.34 points. A total of 3,835 stocks were actively t… [+1612 chars]",,BusinessLine,BHARTIARTL,0.0
ETMarkets.com,"F&O stocks to buy today: ICICI Bank, Godrej Properties among top 6 trading ideas for 4 January","Positive setup was seen in stocks like Biocon, Bajaj Auto, Canara Bank, HPCL, Indus Tower, GMR Infra, HAL, Indian Hotel, Trent, Godrej Properties, ABB, IRCTC, Bharti Airtel, ITC, Cipla, Lupin and Glenmark.",https://economictimes.indiatimes.com/markets/options/fo-stocks-to-buy-today-icici-bank-godrej-properties-among-top-6-trading-ideas-for-4-january/articleshow/106531484.cms,"https://img.etimg.com/thumb/msid-106531473,width-1200,height-630,imgsize-628632,overlay-etmarkets/photo.jpg",2024-01-04,The Indian market is likely to trade higher on Thursday tracking positive global cues.The Nifty future closed negative with losses of 0.74% at 21595 levels on Wednesday. India VIX was down by 3.31% f… [+2008 chars],the-times-of-india,The Times of India,BHARTIARTL,0.0
The Hills Times,Airtel Business enters into strategic partnership with IntelliSmart,"HT Bureau GUWAHATI, Dec 21:  Bharti Airtel (“Airtel”), one of India’s leading telecommunications service providers on Thursday announced that it has formed a strategic partnership to power up to 20 million smart meters with IntelliSmart Infrastructure Private…",https://thehillstimes.in/business/airtel-business-enters-into-strategic-partnership-with-intellismart,https://thehillstimes.in/wp-content/uploads/2023/12/Airtel-Business-enters-into-strategic-partnership-with-IntelliSmart.jpg,2023-12-21,"HT Bureau
GUWAHATI, Dec 21:  Bharti Airtel (Airtel), one of Indias leading telecommunications service providers on Thursday announced that it has formed a strategic partnership to power up to 20 mil… [+2842 chars]",,Thehillstimes.in,BHARTIARTL,0.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market rises,The 30-share BSE Sensex was  up  463.63 points at 70977.83,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/106010363.cms,"https://img.etimg.com/thumb/msid-83721067,width-1200,height-630,imgsize-421641,overlay-etmarkets/photo.jpg",2023-12-15,"NEW DELHI: Fertilisers stocks were trading higher on Friday at 10:44AM Sikko Industries(up 15.35%), Fertilizers &amp; Chemicals Tranvancore(up 10.47%), Madhya Bharat Agro Products(up 4.72%), Madras F… [+1277 chars]",the-times-of-india,The Times of India,BHARTIARTL,1.0
ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex was  up  27.2 points at 69852.8,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/105892230.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/photo.jpg",2023-12-11,"NEW DELHI: Sugar stocks were trading higher on Monday at 10:45AM AVADHSUGAR(up 6.02%), MAGADHSUGAR(up 5.87%), KCP Sugar &amp; Industries(up 4.86%), Uttam Sugar Mills(up 4.27%), Sakthi Sugars(up 3.71%… [+1128 chars]",the-times-of-india,The Times of India,BHARTIARTL,0.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106468849.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Mining stocks were trading lower on Tuesday at 10:39AM NMDC Ltd(up 1.21%) and Sandur Manganese &amp; Iron Ores(up 0.63%) were among the top gainers. 
Ashapura Minechem(down 1.81%), KIOCL(… [+1121 chars]",the-times-of-india,The Times of India,BHARTIARTL,0.0
ETMarkets.com,Stock market update: Power stocks up as market rises,The 30-share BSE Sensex was  up  289.65 points at 71154.75,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106201989.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-22,"NEW DELHI: Power stocks were trading higher on Friday at 11:20AM NLC India Ltd.(up 7.98%), Inox Wind Energy(up 4.77%), Transformers &amp; Rectifiers(India)Ltd.(up 3.57%), Power &amp; Instrumentation(… [+1318 chars]",the-times-of-india,The Times of India,BHARTIARTL,0.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106434754.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Mining stocks were trading lower on Monday at 10:39AM NMDC Ltd(up 1.21%) and Sandur Manganese &amp; Iron Ores(up 0.63%) were among the top gainers. 
Ashapura Minechem(down 1.81%), KIOCL(d… [+1210 chars]",the-times-of-india,The Times of India,BHARTIARTL,1.0
ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/106433099.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Sugar stocks were trading higher on Monday at 10:04AM Uttam Sugar Mills(up 3.50%), MAGADHSUGAR(up 3.29%), Rajshree Sugars &amp; Chemicals(up 2.37%), Dalmia Bharat Sugar &amp; Industries(up… [+1248 chars]",the-times-of-india,The Times of India,BHARTIARTL,1.0
ETMarkets.com,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/106453657.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Sugar shares closed lower in the Monday's session. Uttam Sugar Mills(up 3.50%), MAGADHSUGAR(up 3.29%), Rajshree Sugars &amp; Chemicals(up 2.37%), Dalmia Bharat Sugar &amp; Industries(up 2.… [+1217 chars]",the-times-of-india,The Times of India,BHARTIARTL,1.0
